STATE_NAME,PC_NAME,CANDIDATES NAME,SEX,AGE,CATEGORY,PARTY NAME,PARTY SYMBOL,GENERAL,POSTAL ,TOTAL,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,Total Electors,,
Maharashtra,Palghar ,KHARAPADE LADAKYA RUPA,M,51,ST,CPM,"Hammer, Sickle and Star",76888,2,76890,4.8721635283,7.7450509336,1578149,,
Maharashtra,Palghar ,GAVARI SHYAM ANANT,M,32,ST,BSP,Elephant,8176,0,8176,0.5180752895,0.8235601045,1578149,,
Maharashtra,Palghar ,ADV. CHINTAMAN NAVASHA WANGA,M,63,ST,BJP,Lotus,532996,205,533201,33.7864802373,53.708790517,1578149,,
Maharashtra,Palghar ,DILIP ATMARAM DUMADA,M,49,ST,BMUP,Cot,10741,1,10742,0.6806708365,1.0820306559,1578149,,
Maharashtra,Palghar ,PANDURANG JETHYA PARDHI,M,54,ST,AAAP,Broom,16173,9,16182,1.0253784655,1.6299962831,1578149,,
Maharashtra,Palghar ,BALIRAM SUKUR JADHAV,M,57,ST,BVA,Whistle,293569,112,293681,18.6092061016,29.5821862821,1578149,,
Maharashtra,Palghar ,MOHAN BARKU GUHE,M,41,ST,BBM,Cup & Saucer,6691,0,6691,0.4239777106,0.6739775757,1578149,,
Maharashtra,Palghar ,KASHINATH LAXMAN KOKERA,M,37,ST,IND,Bat,4327,0,4327,0.2741819689,0.4358542774,1578149,,
Maharashtra,Palghar ,SACHIN DAMODAR SHINGDA,M,33,ST,IND,Coconut,7956,1,7957,0.5041982728,0.8015004588,1578149,,
Maharashtra,Palghar ,HARIBHAU SOMA VARTHA,M,60,ST,IND,Brush,12973,1,12974,0.822102349,1.3068577294,1578149,,
Maharashtra,Palghar ,None of the Above,,,,NOTA,NOTA,21790,7,21797,1.3811750348,2.1955894811,1578149,,
Maharashtra,Bhiwandi,ANSARI MUMTAZ ABDUL SATAR,M,39,GEN,BSP,Elephant,14064,4,14068,0.8291956072,1.6062899703,1696584,,
Maharashtra,Bhiwandi,KAPIL MORESHWAR PATIL,M,53,GEN,BJP,Lotus,410752,318,411070,24.2292748252,46.93614004,1696584,,
Maharashtra,Bhiwandi,PATIL VISHWANATH RAMCHANDRA,M,58,GEN,INC,Hand,301452,168,301620,17.7780764171,34.439094458,1696584,,
Maharashtra,Bhiwandi,MADHUKAR VITTHAL PATIL,M,62,GEN,CPI,Ears of Corn And Sickle,13718,2,13720,0.8086838023,1.5665551885,1696584,,
Maharashtra,Bhiwandi,SURESH (BALYA MAMA) GOPINATH MHATRE,M,44,GEN,MNS,Railway Engine,93600,47,93647,5.5197384863,10.692652605,1696584,,
Maharashtra,Bhiwandi,ADV. DR. ANITA BALASAHEB KOLEKAR,F,62,SC,PRCP,Kite,1375,1,1376,0.0811041481,0.1571122405,1696584,,
Maharashtra,Bhiwandi,ANSARI JALAL ENGINEER,M,48,GEN,AAAP,Broom,11049,6,11055,0.6516034573,1.262264403,1696584,,
Maharashtra,Bhiwandi,ANSARI JAHID MUKHTAR,M,37,GEN,BMUP,Cot,2122,4,2126,0.1253106242,0.242747546,1696584,,
Maharashtra,Bhiwandi,YOGESH MOTIRAM KATHORE,M,26,GEN,BBM,Cup & Saucer,3054,4,3058,0.1802445384,0.3491636856,1696584,,
Maharashtra,Bhiwandi,SHAH ABRAR AHMED NAZEER,M,30,GEN,PECP,Ceiling Fan,2120,0,2120,0.1249569724,0.2420624635,1696584,,
Maharashtra,Bhiwandi,ENGINEER NAVID BETAB,M,36,GEN,IND,Whistle,2435,0,2435,0.1435236923,0.2780292918,1696584,,
Maharashtra,Bhiwandi,SURESH KALURAM JADHAV,M,48,SC,IND,Auto- Rickshaw,5941,0,5941,0.3501742325,0.6783457999,1696584,,
Maharashtra,Bhiwandi,HARISHCHANDRA DATTU PATIL,M,55,GEN,IND,Ring,4058,0,4058,0.2391865065,0.4633440929,1696584,,
Maharashtra,Bhiwandi,None of the Above,,,,NOTA,NOTA,9304,7,9311,0.5488086649,1.0631337726,1696584,,
Maharashtra,Kalyan,ANAND PRAKASH PARANJPE,M,40,GEN,NCP,Clock,190006,137,190143,9.8928010639,23.0363555301,1922034,,
Maharashtra,Kalyan,KIRATKAR DAYANAND TULSHIRAM,M,53,GEN,BSP,Elephant,19635,8,19643,1.0219902458,2.379804314,1922034,,
Maharashtra,Kalyan,PRAMOD (RAJU) RATAN PATIL,M,39,GEN,MNS,Railway Engine,122255,94,122349,6.3656001923,14.8229230777,1922034,,
Maharashtra,Kalyan,DR.SHRIKANT EKNATH SHINDE,M,27,GEN,SHS,Bow & Arrow,440574,318,440892,22.9388241831,53.4152972363,1922034,,
Maharashtra,Kalyan,ANIL MORE,M,52,SC,BMUP,Cot,3530,1,3531,0.1837116305,0.4277905123,1922034,,
Maharashtra,Kalyan,NARESH ARVIND THAKUR,M,29,GEN,AAAP,Broom,20326,21,20347,1.0586181098,2.4650958803,1922034,,
Maharashtra,Kalyan,BELAMKAR MILIND CHANDRAKANT,M,50,GEN,LB,Slate,539,1,540,0.0280952366,0.0654225083,1922034,,
Maharashtra,Kalyan,BHOSALE SHAMU RAMU,M,61,SC,BBM,Cup & Saucer,1865,4,1869,0.0972407356,0.2264345702,1922034,,
Maharashtra,Kalyan,SUDHAKAR NARAYAN SHINDE,M,60,SC,APoI,Coat,725,1,726,0.0377724848,0.0879569278,1922034,,
Maharashtra,Kalyan,SULOCHANA DHARMENDRA SONKAMBLE,F,47,SC,RBS,Auto- Rickshaw,1227,2,1229,0.0639426774,0.1488967827,1922034,,
Maharashtra,Kalyan,MOHAMMAD HAMEED SAYYED,M,40,GEN,SP,Bicycle,3046,1,3047,0.158529974,0.3691525604,1922034,,
Maharashtra,Kalyan,ASMITA PUSHKAR PURANIK,F,35,GEN,IND,Camera,1243,0,1243,0.0646710724,0.1505929218,1922034,,
Maharashtra,Kalyan,MOHAMMED AHMED MUKHTAR KHAN ALIAS AHMED NETA,M,48,GEN,IND,Bat,2467,0,2467,0.1283536087,0.2988839405,1922034,,
Maharashtra,Kalyan,TELGOTE PRAKASH SHAMRAO,M,43,GEN,IND,Candles,1600,0,1600,0.0832451455,0.1938444689,1922034,,
Maharashtra,Kalyan,DILIP PRABHAKAR ALONI (JOSHI),M,58,GEN,IND,Battery Torch,1222,0,1222,0.0635784799,0.1480487131,1922034,,
Maharashtra,Kalyan,MOTE CHANDRAKANT RAMBHAJI,M,52,SC,IND,Whistle,1279,0,1279,0.0665440882,0.1549544223,1922034,,
Maharashtra,Kalyan,SHASHIKANT DADA RASAL,M,39,GEN,IND,Kite,2096,0,2096,0.1090511406,0.2539362542,1922034,,
Maharashtra,Kalyan,SHIVA KRISHNAMURTHY IYAR,M,51,GEN,IND,CUTTING PLIERS,788,0,788,0.0409982342,0.0954684009,1922034,,
Maharashtra,Kalyan,None of the Above,,,,NOTA,NOTA,9175,10,9185,0.4778791634,1.1127884042,1922034,,
Maharashtra,Thane,ABHIJIT RAMESH PANSE,M,42,GEN,MNS,Railway Engine,48804,59,48863,2.3568299256,4.6335052221,2073251,,
Maharashtra,Thane,KIRTAWADE VIDHYADHAR BHIMRAO,M,47,GEN,BSP,Elephant,10968,14,10982,0.5296994913,1.0413841628,2073251,,
Maharashtra,Thane,SANJEEV GANESH NAIK,M,42,GEN,NCP,Clock,313860,205,314065,15.1484311354,29.7816715629,2073251,,
Maharashtra,Thane,VICHARE RAJAN BABURAO,M,52,GEN,SHS,Bow & Arrow,594804,560,595364,28.7164458138,56.4562593997,2073251,,
Maharashtra,Thane,ASHOK SHANKAR JADHAV,M,59,SC,BMUP,Cot,4017,5,4022,0.1939948419,0.3813920145,2073251,,
Maharashtra,Thane,GOPINATH SAKHARAM MHASKE,M,51,SC,BBM,Cup & Saucer,2409,3,2412,0.116339025,0.2287214169,2073251,,
Maharashtra,Thane,JAIN SURENDRAKUMAR K.,M,46,GEN,ABJS,Battery Torch,641,0,641,0.0309176265,0.0607837596,2073251,,
Maharashtra,Thane,NITIN SHANKAR DESHPANDE,M,56,GEN,DaP,Candles,2173,2,2175,0.1049077029,0.2062475464,2073251,,
Maharashtra,Thane,QAMRUZZAMAN KUTUBALI MINAI,M,45,GEN,PECP,Ceiling Fan,1196,0,1196,0.0576871783,0.1134124439,2073251,,
Maharashtra,Thane,RAJU SHRAVAN CHAVAN,M,33,SC,RBS,Whistle,1681,0,1681,0.0810803902,0.1594032761,2073251,,
Maharashtra,Thane,RAJENDRA GAJBHIYE,M,49,SC,APoI,Coat,905,0,905,0.0436512511,0.0858179446,2073251,,
Maharashtra,Thane,RATHOD BABUSINGH VASRAM,M,35,GEN,MPS(T),Gas Cylinder,636,0,636,0.0306764593,0.0603096274,2073251,,
Maharashtra,Thane,SALMAN AJIMULLAH HASMI,M,28,GEN,RAPa,Green Chilli,1402,0,1402,0.0676232641,0.1329466943,2073251,,
Maharashtra,Thane,SANJEEV VISHNU SANE,M,57,GEN,AAAP,Broom,41499,36,41535,2.0033753752,3.9386169371,2073251,,
Maharashtra,Thane,SHRINATH MITHANTHAYA,M,44,GEN,HJP,Stool,891,0,891,0.0429759831,0.0844903742,2073251,,
Maharashtra,Thane,ABHAY SUBRAO KULKARNI,M,48,GEN,IND,Carrot,1891,0,1891,0.0912094098,0.1793168323,2073251,,
Maharashtra,Thane,SHAFIK AHAMAD SADAT KHAN,M,56,GEN,IND,Refrigerator,1865,0,1865,0.0899553407,0.1768513444,2073251,,
Maharashtra,Thane,TRILOKI GHURAHU YADAV,M,50,GEN,IND,Hat,1066,0,1066,0.0514168328,0.1010850043,2073251,,
Maharashtra,Thane,NAJAKATALI KABIR ANSARI,M,40,GEN,IND,Pressure Cooker,1549,0,1549,0.0747135779,0.1468861836,2073251,,
Maharashtra,Thane,NARENDRA PRABHASHANKAR PANDEY,M,42,GEN,IND,Camera,2141,0,2141,0.1032677664,0.2030234468,2073251,,
Maharashtra,Thane,BHANUDAS DHOTARE,M,63,GEN,IND,Letter Box,488,0,488,0.0235379122,0.0462753116,2073251,,
Maharashtra,Thane,RAMCHANDRA BHAGOJI GAWADE,M,50,GEN,IND,Diesel Pump,493,0,493,0.0237790793,0.0467494438,2073251,,
Maharashtra,Thane,VINOD DEEPCHAND GANGWAL,M,44,GEN,IND,Scissors,650,0,650,0.0313517273,0.0616371978,2073251,,
Maharashtra,Thane,VISHAL DINKAR SALVE,M,35,SC,IND,Gas Stove,705,0,705,0.0340045658,0.066852653,2073251,,
Maharashtra,Thane,SANJAY DILIP KUMAR DAS,M,44,GEN,IND,Grapes,918,0,918,0.0442782856,0.0870506885,2073251,,
Maharashtra,Thane,SOHANLAL PUROHIT,M,70,GEN,IND,Pen Nib with Seven Rays,2479,0,2479,0.1195706646,0.2350747896,2073251,,
Maharashtra,Thane,None of the Above,,,,NOTA,NOTA,13157,17,13174,0.6354271625,1.249243759,2073251,,
Maharashtra,Mumbai North,GOPAL CHINAYYA SHETTY,M,60,GEN,BJP,Lotus,663309,695,664004,37.2226675711,70.1388720174,1783870,,
Maharashtra,Mumbai North,SINGH ASHOK CHANDRAPAL,M,50,GEN,BSP,Elephant,5429,9,5438,0.3048428417,0.5744170005,1783870,,
Maharashtra,Mumbai North,SANJAY BRIJKISHORLAL NIRUPAM,M,49,GEN,INC,Hand,217286,136,217422,12.1882199936,22.9663282627,1783870,,
Maharashtra,Mumbai North,ARJUN BALU ARDE,M,58,SC,APoI,Coat,1647,3,1650,0.0924955294,0.1742898218,1783870,,
Maharashtra,Mumbai North,GONDANE DIVAKAR LAXMAN,M,47,SC,BBM,Cup & Saucer,1535,4,1539,0.0862731029,0.1625648701,1783870,,
Maharashtra,Mumbai North,THORAT SUNIL UTTAMRAO,M,42,SC,AIFB,Lion,653,0,653,0.0366058065,0.0689765174,1783870,,
Maharashtra,Mumbai North,DINESH SHAH,M,55,GEN,SVPP,Kite,394,0,394,0.0220868113,0.0416182968,1783870,,
Maharashtra,Mumbai North,NITIN RAVINDRA RAJVARDHAN,M,31,SC,BMUP,Cot,796,0,796,0.0446220857,0.0840816352,1783870,,
Maharashtra,Mumbai North,PRABHAKARAN G. TITUS,M,41,GEN,PPIS,Candles,330,1,331,0.0185551638,0.0349635946,1783870,,
Maharashtra,Mumbai North,MOHAMMAD AKHTAR MEHBOOB SHAIKH,M,44,GEN,PRCP,Whistle,462,0,462,0.0258987482,0.0488011501,1783870,,
Maharashtra,Mumbai North,YADAV KAMLESH SHOBHNATH,M,47,GEN,SP,Bicycle,5499,7,5506,0.3086547787,0.5815998538,1783870,,
Maharashtra,Mumbai North,SAKHARAM PANDURANG DUNGHAV,M,50,SC,MPS(T),Auto- Rickshaw,696,3,699,0.0391844697,0.0738355063,1783870,,
Maharashtra,Mumbai North,SATISH PARASMAL JAIN,M,45,GEN,AAAP,Broom,32325,39,32364,1.8142577654,3.4186156318,1783870,,
Maharashtra,Mumbai North,HAJI AKHTAR PAPERWALA,M,58,GEN,IND,FLUTE,626,0,626,0.0350922433,0.0661245021,1783870,,
Maharashtra,Mumbai North,ARJUN CHAUDHARY,M,40,GEN,IND,Coconut,556,0,556,0.0311681905,0.0587303884,1783870,,
Maharashtra,Mumbai North,KAPIL KANTILAL SONI,M,35,GEN,IND,Kettle,2075,3,2078,0.1164883091,0.2194995453,1783870,,
Maharashtra,Mumbai North,PRASHANT NARSINH KHARATMAL,M,41,GEN,IND,CUTTING PLIERS,1612,0,1612,0.0903653293,0.1702758744,1783870,,
Maharashtra,Mumbai North,MILIND SHANKAR REPE,M,52,GEN,IND,Saw,301,0,301,0.0168734269,0.0317946887,1783870,,
Maharashtra,Mumbai North,SHAIKH FATEH MOHAMMAD,M,43,GEN,IND,Ceiling Fan,767,1,768,0.0430524646,0.0811239898,1783870,,
Maharashtra,Mumbai North,SATYAVIJAY VITHOBA CHAVAN,M,60,GEN,IND,Envelope,326,1,327,0.0183309322,0.0345410738,1783870,,
Maharashtra,Mumbai North,SUBODH G. RANJAN,M,39,GEN,IND,Tooth Brush,278,0,278,0.0155840953,0.0293651942,1783870,,
Maharashtra,Mumbai North,None of the Above,,,,NOTA,NOTA,8740,18,8758,0.4909550584,0.925109248,1783870,,
Maharashtra,Mumbai North West,KAMAT GURUDAS VASANT,M,59,GEN,INC,Hand,281683,109,281792,15.8718858003,31.3848833726,1775416,,
Maharashtra,Mumbai North West,GAJANAN CHANDRAKANT KIRTIKAR,M,70,GEN,SHS,Bow & Arrow,464522,298,464820,26.1809063341,51.7698213194,1775416,,
Maharashtra,Mumbai North West,BHOLE PUSHPA MILIND,F,44,GEN,BSP,Elephant,10272,3,10275,0.5787376029,1.144389041,1775416,,
Maharashtra,Mumbai North West,MAHESH WAMAN MANJREKAR,M,55,GEN,MNS,Railway Engine,66020,68,66088,3.722395202,7.3606212111,1775416,,
Maharashtra,Mumbai North West,PRAVIN  CHANDRAKANT  KAURPURIYA,M,39,GEN,HSCP,Diesel Pump,887,1,888,0.0500164468,0.0989019434,1775416,,
Maharashtra,Mumbai North West,MAYANK RAMESH GANDHI,M,55,GEN,AAAP,Broom,51835,25,51860,2.9210055559,5.7759625955,1775416,,
Maharashtra,Mumbai North West,MOHAN  GALVANKAR,M,65,GEN,lpi,Whistle,694,0,694,0.0390894303,0.0772949873,1775416,,
Maharashtra,Mumbai North West,MANGESH MADHUKAR HUMNE,M,38,GEN,BMUP,Cot,1081,1,1082,0.0609434634,0.1205088995,1775416,,
Maharashtra,Mumbai North West,RAKHI SAWANT,F,36,GEN,RAPa,Green Chilli,2004,2,2006,0.112987604,0.2234203812,1775416,,
Maharashtra,Mumbai North West,VIJAYANAND  SHANKARRAO  SHINDE,M,58,GEN,HND,Coconut,514,0,514,0.0289509614,0.0572472961,1775416,,
Maharashtra,Mumbai North West,NITIN H.  KHARE,M,34,GEN,IND,Auto- Rickshaw,1078,0,1078,0.0607181641,0.1200633953,1775416,,
Maharashtra,Mumbai North West,PRATIK  PRABHAKAR  TORASKAR,M,25,GEN,IND,Almirah,514,1,515,0.0290072862,0.0573586721,1775416,,
Maharashtra,Mumbai North West,RINA  MAHENDRAKUMAR  ZAVERI,F,35,GEN,IND,Kettle,1530,0,1530,0.0861769861,0.1704053755,1775416,,
Maharashtra,Mumbai North West,SONKAMBLE  GAJANAN  TUKARAM,M,29,GEN,IND,Slate,1366,0,1366,0.0769397144,0.1521397012,1775416,,
Maharashtra,Mumbai North West,None of the Above,,,,NOTA,NOTA,10997,12,11009,0.6200800263,1.2261390708,1775416,,
Maharashtra,Mumbai North East,KIRIT  SOMAIYA,M,60,GEN,BJP,Lotus,524895,390,525285,31.4851677429,60.9014789291,1668357,,
Maharashtra,Mumbai North East,MATCHINDRA  HANUMANTRAO CHATE,M,49,GEN,BSP,Elephant,17422,5,17427,1.0445606066,2.0204842577,1668357,,
Maharashtra,Mumbai North East,SANJAY DINA PATIL,M,45,GEN,NCP,Clock,208001,162,208163,12.4771256991,24.1343928692,1668357,,
Maharashtra,Mumbai North East,PROF. AVINASH DOLAS,M,64,GEN,BBM,Cup & Saucer,8829,4,8833,0.5294430389,1.0240969443,1668357,,
Maharashtra,Mumbai North East,TUKARAM BABURAO MANE,M,56,GEN,BMUP,Cot,1837,1,1838,0.1101682673,0.2130974962,1668357,,
Maharashtra,Mumbai North East,PRAKASH SADASHIV PANCHARAS,M,50,SC,MPS(T),Auto- Rickshaw,1325,0,1325,0.0794194528,0.1536203386,1668357,,
Maharashtra,Mumbai North East,PRASHANT DNYANESHWAR GANGAWANE,M,31,SC,PRCP,Ceiling Fan,1307,1,1308,0.0784004862,0.1516493607,1668357,,
Maharashtra,Mumbai North East,MEDHA PATKAR,F,59,GEN,AAAP,Broom,76369,82,76451,4.5824125172,8.8637196295,1668357,,
Maharashtra,Mumbai North East,SAYED GULAMHUSAIN  AMIRHAMZA,M,35,GEN,RPI,Kite,1012,0,1012,0.0606584802,0.1173311568,1668357,,
Maharashtra,Mumbai North East,HAYAT ABDULLAH SHAIKH,M,44,GEN,IUML,Battery Torch,621,0,621,0.0372222492,0.0719986644,1668357,,
Maharashtra,Mumbai North East,ADV. AMARSEN BABURAO BABAR,M,37,SC,IND,Gas Cylinder,468,0,468,0.0280515501,0.054259863,1668357,,
Maharashtra,Mumbai North East,ANANDA   SAKHARAM  BHALERAO,M,60,GEN,IND,Slate,369,0,369,0.0221175684,0.0427818151,1668357,,
Maharashtra,Mumbai North East,KHAN SHAMIM BANU,F,42,GEN,IND,BUCKET,902,0,902,0.0540651671,0.1045777702,1668357,,
Maharashtra,Mumbai North East,TUPSOUNDARYA SUNITA MOHAN,F,43,SC,IND,Coconut,881,0,881,0.0528064437,0.1021430327,1668357,,
Maharashtra,Mumbai North East,DEEPAK DIGAMBAR SHINDE,M,37,SC,IND,Pen Nib with Seven Rays,1359,0,1359,0.0814573859,0.1575622945,1668357,,
Maharashtra,Mumbai North East,FIROZ AHMED SIDDIQUI,M,33,GEN,IND,Bat,2243,0,2243,0.1344436473,0.2600531468,1668357,,
Maharashtra,Mumbai North East,BANSODE DILIP BAPU,M,53,SC,IND,Candles,2784,0,2784,0.1668707597,0.322776621,1668357,,
Maharashtra,Mumbai North East,SABIR MEHANDI HASAN,M,40,GEN,IND,Whistle,626,0,626,0.0375219452,0.0725783638,1668357,,
Maharashtra,Mumbai North East,SANJAY SAOJI DESHPANDE,M,49,SC,IND,Carrom Board,2752,0,2752,0.164952705,0.3190665449,1668357,,
Maharashtra,Mumbai North East,None of the Above,,,,NOTA,NOTA,7108,6,7114,0.4264075375,0.8247962936,1668357,,
Maharashtra,Mumbai North central,SHINDE ANAND VYANKATRAO,M,50,GEN,BSP,Elephant,10124,4,10128,0.5830460703,1.1979433413,1737084,,
Maharashtra,Mumbai North central,DUTT PRIYA SUNIL,F,48,GEN,INC,Hand,291655,109,291764,16.7961940816,34.5099467857,1737084,,
Maharashtra,Mumbai North central,POONAM MAHAJAN ALIAS POONAM VAJENDLA RAO,F,33,GEN,BJP,Lotus,478264,271,478535,27.5481784416,56.6012852342,1737084,,
Maharashtra,Mumbai North central,AZIMUDDIN KHAN,M,42,GEN,lpi,Whistle,2099,0,2099,0.1208346862,0.2482704456,1737084,,
Maharashtra,Mumbai North central,ABU FARHAN AZMI,M,33,GEN,SP,Bicycle,9873,0,9873,0.5683662966,1.1677818532,1737084,,
Maharashtra,Mumbai North central,ASHOK KISAN LOKHANDE,M,41,SC,RPI,Kite,579,2,581,0.0334468569,0.0687208809,1737084,,
Maharashtra,Mumbai North central,UMESH SONBA AVHAD,M,34,SC,MPS(T),Cup & Saucer,657,0,657,0.0378220052,0.0777101871,1737084,,
Maharashtra,Mumbai North central,NIYAZ AHMED ALLAUDDIN SHAIKH,M,57,GEN,AwVP,Candles,512,0,512,0.0294746829,0.060559537,1737084,,
Maharashtra,Mumbai North central,PHIROZE PALKHIVALA,M,47,GEN,AAAP,Broom,34794,30,34824,2.0047389764,4.118994759,1737084,,
Maharashtra,Mumbai North central,BIRJE HEMANT ANANT,M,53,GEN,AIFB,Lion,693,0,693,0.0398944438,0.0819682796,1737084,,
Maharashtra,Mumbai North central,MEHER A. MALLICK,F,41,GEN,BMUP,Cot,588,0,588,0.0338498311,0.0695488433,1737084,,
Maharashtra,Mumbai North central,MOHAMMED RAFIK HUSSAIN SHAIKH,M,55,GEN,NLP,Table,308,0,308,0.0177308639,0.0364303465,1737084,,
Maharashtra,Mumbai North central,UPESH M. BARIA,M,32,GEN,IND,CHESS BOARD,334,0,334,0.0192276251,0.0395056355,1737084,,
Maharashtra,Mumbai North central,GUPTA KANHAIYALAL RAJARAM,M,45,GEN,IND,Sewing Machine,858,0,858,0.0493931209,0.1014845366,1737084,,
Maharashtra,Mumbai North central,CHAWAN SURYAKANT GANGARAM,M,48,GEN,IND,Television,786,1,787,0.0453058113,0.0930866321,1737084,,
Maharashtra,Mumbai North central,DINESH PHULSING RATHOD,M,39,GEN,IND,Auto- Rickshaw,1261,0,1261,0.0725929201,0.1491515159,1737084,,
Maharashtra,Mumbai North central,FRANCIS LAWRENCE FERNANDES,M,52,GEN,IND,Gas Cylinder,652,1,653,0.0375917342,0.0772370657,1737084,,
Maharashtra,Mumbai North central,MINAKSHI MUKUND JADHAV,F,49,GEN,IND,Coconut,1022,0,1022,0.0588342302,0.1208825133,1737084,,
Maharashtra,Mumbai North central,SHITAL KUMAR JAIN,M,41,GEN,IND,Telephone,1380,0,1380,0.0794434811,0.1632268771,1737084,,
Maharashtra,Mumbai North central,SURESH GIGA DABHI,M,45,GEN,IND,Ceiling Fan,872,0,872,0.0501990692,0.1031404615,1737084,,
Maharashtra,Mumbai North central,SANJU VERMA,F,43,GEN,IND,Chappals,625,1,626,0.0360374052,0.0740434964,1737084,,
Maharashtra,Mumbai North central,None of the Above,,,,NOTA,NOTA,6931,6,6937,0.3993474121,0.8205107582,1737084,,
Maharashtra,Mumbai South central,ADV.AIYYAR GANESH,M,49,GEN,BSP,Elephant,14754,8,14762,1.019555407,1.9202876399,1447886,,
Maharashtra,Mumbai South central,ADITYA RAJAN SHIRODKAR,M,29,GEN,MNS,Railway Engine,73026,70,73096,5.0484637603,9.5085588217,1447886,,
Maharashtra,Mumbai South central,EKNATH M. GAIKWAD,M,74,GEN,INC,Hand,242701,127,242828,16.7712098881,31.5878341023,1447886,,
Maharashtra,Mumbai South central,RAHUL RAMESH SHEWALE,M,41,GEN,SHS,Bow & Arrow,380747,261,381008,26.314778926,49.5627254504,1447886,,
Maharashtra,Mumbai South central,ABBAS HUSSAIN SHAIKH,M,32,GEN,SP,Bicycle,5572,1,5573,0.384905994,0.7249534627,1447886,,
Maharashtra,Mumbai South central,ASLAM HANIF KHOT,M,49,GEN,PECP,Ceiling Fan,1016,0,1016,0.0701712704,0.1321644928,1447886,,
Maharashtra,Mumbai South central,SANGHAPAL HIRACHAND GADEKAR,M,35,SC,APoI,Coat,919,0,919,0.0634718479,0.119546426,1447886,,
Maharashtra,Mumbai South central,SUNDAR BALAKRISHNAN,M,53,GEN,AAAP,Broom,27672,15,27687,1.9122361843,3.6016125109,1447886,,
Maharashtra,Mumbai South central,HUSSAIN AKBAR SAYYED,M,43,GEN,BMUP,Cot,1428,2,1430,0.0987646817,0.1860189219,1447886,,
Maharashtra,Mumbai South central,CLIFFORD MARTIS,M,61,GEN,IND,Whistle,799,0,799,0.0551839026,0.1039364466,1447886,,
Maharashtra,Mumbai South central,KHAN SIRAJ AHMED,M,42,GEN,IND,Kite,545,0,545,0.037641085,0.0708953234,1447886,,
Maharashtra,Mumbai South central,GANESH BHIMRAO BUDHE,M,35,GEN,IND,Ring,514,0,514,0.0355000325,0.0668627454,1447886,,
Maharashtra,Mumbai South central,DILIP GAIKWAD,M,40,GEN,IND,Sewing Machine,1338,0,1338,0.0924105903,0.174051271,1447886,,
Maharashtra,Mumbai South central,MR. NADAR SELVAKUMAR PERIMBRAJ,M,35,GEN,IND,Dao,684,2,686,0.0473794208,0.0892370492,1447886,,
Maharashtra,Mumbai South central,NAMDEV SAHEBRAO SABLE,M,49,GEN,IND,Cup & Saucer,1183,0,1183,0.0817053276,0.1538883808,1447886,,
Maharashtra,Mumbai South central,NOOR MOHAMMAD SAHEB RAJA KHAN,M,59,GEN,IND,Kettle,1588,0,1588,0.1096771431,0.2065720615,1447886,,
Maharashtra,Mumbai South central,PAL JITENDRA KUMAR,M,42,GEN,IND,Scissors,453,0,453,0.0312869936,0.0589276725,1447886,,
Maharashtra,Mumbai South central,MAHENDRA TULSHIRAM BHINGARDIVE,M,37,SC,IND,Auto- Rickshaw,918,0,918,0.0634027817,0.1194163429,1447886,,
Maharashtra,Mumbai South central,MOIN SOHAIL SAYYED,M,25,GEN,IND,Battery Torch,1212,0,1212,0.0837082477,0.1576607925,1447886,,
Maharashtra,Mumbai South central,ADV.VAISHALI SURENDRA BORDE,F,30,SC,IND,Letter Box,1083,0,1083,0.0747987065,0.1408800646,1447886,,
Maharashtra,Mumbai South central,SHINDE SARJERAO MAHADEV,M,58,SC,IND,Bat,418,0,418,0.0288696762,0.0543747618,1447886,,
Maharashtra,Mumbai South central,None of the Above,,,,NOTA,NOTA,9560,11,9571,0.6610327056,1.2450259451,1447886,,
Maharashtra,Mumbai   South,ABDUS SALAM KHAN  QASMI,M,56,GEN,BSP,Elephant,6658,6,6664,0.4484993041,0.8545441256,1485844,,
Maharashtra,Mumbai   South,ARVIND SAWANT,M,62,GEN,SHS,Bow & Arrow,374079,530,374609,25.2118661178,48.0372029324,1485844,,
Maharashtra,Mumbai   South,DEORA MILIND MURLI,M,38,GEN,INC,Hand,245850,195,246045,16.5592754017,31.5510668337,1485844,,
Maharashtra,Mumbai   South,PRAKASH REDDY,M,63,GEN,CPI,Ears of Corn And Sickle,6897,0,6897,0.4641806273,0.8844223941,1485844,,
Maharashtra,Mumbai   South,BALA NANDGAONKAR,M,56,GEN,MNS,Railway Engine,84497,276,84773,5.7053768767,10.8706886492,1485844,,
Maharashtra,Mumbai   South,BAIG MIRZA KALIM,M,41,GEN,lpi,Whistle,677,0,677,0.0455633297,0.0868136814,1485844,,
Maharashtra,Mumbai   South,MEERA SANYAL,F,52,GEN,AAAP,Broom,40268,30,40298,2.7121285949,5.1675298879,1485844,,
Maharashtra,Mumbai   South,SHAHZAD SHAMSHER KHAN PATHAN,M,32,GEN,AwVP,Candles,914,3,917,0.0617157656,0.1175895803,1485844,,
Maharashtra,Mumbai   South,SHEHBAJ RATHOD,M,43,GEN,JMBP,Ring,414,0,414,0.027862952,0.0530884256,1485844,,
Maharashtra,Mumbai   South,SACHIN PAWAR,M,37,GEN,BMUP,Cot,1262,4,1266,0.0852040995,0.1623428666,1485844,,
